
F# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario.png	0	255	255
20	textures\misc.png	166	185	255

30	textures\tiles.png	255	128	192
40	textures\enemies.png	163	73	164
50	textures\enemies-2.png	0	128	128
60	textures\enemies-2NGUOC.png	0	130	130

# id	left	top	right	bottom	texture_id
[SPRITES]


#============== Đường ================
6	1514	55	636
6	1530	55	637
6	1546	55	637
6	1562	55	637
6	1578	55	637
6	1594	55	637
6	1610	55	637
6	1626	55	637
6	1642	55	638


#răng
1	1610	-30	209
1	1626	-30	209
1	1642	-30	209
1	1658	-30	209

#răng
1	1690	-46	209
1	1706	-46	209
1	1722	-46	209
1	1738	-46	209
1	1754	-46	209
1	1770	-46	209
1	1786	-46	209
1	1802	-46	209
1	1818	-46	209
1	1834	-46	209
1	1850	-46	209
1	1866	-46	209
1	1882	-46	209

#dong su
10	1674	-100	1142
10	1690	-100	1142

10	1738	-90	1142
10	1754	-90	1142
10	1770	-90	1142
10	1786	-90	1142

10	1818	-110	1142
10	1834	-110	1142
10	1850	-110	1142
10	1866	-110	1142

#gạch trên cao
2	1466	-46	620
2	1482	-46	621
2	1498	-46	621
2	1514	-46	621
2	1530	-46	622
2	1466	-52	623
2	1482	-52	624
2	1498	-52	624
2	1514	-52	624
2	1530	-52	625
6	1466	-68	626
6	1482	-68	627
6	1498	-68	627
6	1514	-68	627
6	1530	-68	628

#dong su
10	1482	-130	1142
10	1498	-130	1142
10	1514	-130	1142

#bóng đen
2	1658	143	1071
2	1658	135	1071
2	1658	127	1072
2	1658	119	1073
2	1658	111	1072
2	1658	103	1072
2	1658	95	1072
2	1658	87	1072
2	1658	79	1072
2	1658	71	1072



#gạch hỏi chấm
12	1690	103	4491
3	1690	103	395


#gạch hồng
2	1482	135	620
2	1498	135	621
2	1514	135	621
2	1530	135	621
2	1546	135	621
2	1562	135	621
2	1578	135	621
2	1594	135	622

2	1482	119	623
2	1498	119	624
2	1514	119	624
2	1530	119	624
2	1546	119	624
2	1562	119	624
2	1578	119	624
2	1594	119	625

2	1482	103	623
2	1498	103	624
2	1514	103	624
2	1530	103	624
2	1546	103	624
2	1562	103	624
2	1578	103	624
2	1594	103	625

6	1482	87	626
6	1498	87	627
6	1514	87	627
6	1530	87	627
6	1546	87	627
6	1562	87	627
6	1578	87	627
6	1594	87	628


#bóng đen
2	1610	143	1071
2	1610	135	1071
2	1610	127	1072
2	1610	119	1073
2	1610	111	1072
2	1610	103	1072
2	1610	95	1072


#gạch xanh lá
2	1450	135	650
gạch chặn rùa
#13	1445	135	395
2	1466	135	651
2	1482	135	651
2	1498	135	651
2	1514	135	651
2	1530	135	651
2	1546	135	651
2	1562	135	652

6	1450	119	656
6	1466	119	657
6	1482	119	657
6	1498	119	657
6	1514	119	657
6	1530	119	657
6	1546	119	657
6	1562	119	658



#bóng đen
2	1578	143	1071
2	1578	135	1071
2	1578	127	1072

#đường thủng 2

#gạch cứng

1	1742	71	5081
1	1758	71	5081	

#đường mới thủng 2
1	1796	150	601
1	1812	150	602
1	1828	150	602
1	1844	150	602
1	1860	150	603


# đống gạch cứng
1	1828	134	5081
1	1844	134	5081
1	1860	134	5081

1	1844	118	5081
1	1860	118	5081

1	1860	102	5081

#thủng 3

#đường mới
1	1940	150	601
1	1956	150	602
1	1972	150	602
1	1988	150	602
1	2004	150	602
1	2020	150	602
1	2036	150	602
1	2052	150	602
1	2068	150	602
1	2084	150	602
1	2100	150	602
1	2116	150	602
1	2132	150	602
1	2148	150	602
1	2164	150	602
1	2180	150	602
1	2196	150	602
1	2212	150	602
1	2228	150	602
1	2244	150	602
1	2260	150	602
1	2276	150	602
1	2292	150	602
1	2308	150	602
1	2324	150	602
1	2340	150	602
1	2356	150	602
1	2372	150	602
1	2388	150	602
1	2404	150	602
1	2420	150	602
1	2436	150	602
1	2452	150	602
1	2468	150	602
1	2484	150	602
1	2500	150	602
1	2516	150	602
1	2532	150	602
1	2548	150	602
1	2564	150	603


# đống gạch cứng
1	1940	134	5081
1	1956	134	5081
1	1972	134	5081

1	1940	118	5081
1	1956	118	5081

1	1940	102	5081

#3 cây
2	2004	135	1051
2	2020	135	1051
2	2036	135	1051

#ống có cây
#hoa k bắn
8	2084	103	888

1	2069	135	540
1	2084	135	541
1	2100	135	542

1	2068	119	543
1	2084	119	544
1	2100	119	545


1	2068	103	546
1	2084	103	547
1	2100	103	548

#ống có cây to
#hoa xanh bắn
8	2190	135	88

1	2175	135	540
1	2190	135	541
1	2206	135	542

1	2175	119	540
1	2190	119	541
1	2206	119	542

1	2175	119	540
1	2190	119	541
1	2206	119	542

1	2174	103	543
1	2190	103	544
1	2206	103	545

1	2174	87	546
1	2190	87	547
1	2206	87	548



#9	2190	55	208
#đám cây 
2	2223	135	1001
2	2238	135	1005
2	2254	135	1007
2	2270	135	1004


2	2238	119	1003
2	2254	119	1006
2	2270	119	1002

2	2239	103	1001
2	2254	103	1002

# đống gạch vỡ bức tường
5	2286	135	5
5	2302	135	5
5	2318	135	5
5	2334	135	5
5	2350	135	5
5	2366	135	5
5	2382	135	5

5	2302	119	5
5	2318	119	5
5	2334	119	5
5	2350	119	5
5	2366	119	5

5	2318	103	5
5	2334	103	5
5	2350	103	5

3	2366.5	103	396
5	2366	103	5


#chuông chữ p
15	2366	87	15

5	2430	135	5
5	2446	135	5

5	2430	119	5

#gạch xanh lá to
2	2510	135	650
2	2526	135	651
2	2542	135	652
2	2510	119	653
2	2526	119	654
2	2542	119	655
2	2510	103	653
2	2526	103	654
2	2542	103	655
2	2510	87	653
2	2526	87	654
2	2542	87	655
2	2510	71	653
2	2526	71	654
2	2542	71	655
2	2510	55	653
2	2526	55	654
2	2542	55	655

2	2510	39	653
2	2526	39	654
2	2542	39	655
	
6	2510	23	656
6	2526	23	657
6	2542	23	658

2	2558	135	1072
2	2558	119	1072
2	2558	103	1072
2	2558	87	1072
2	2558	71	1072
2	2558	55	1072
2	2558	39	1072


#gạch hồng

2	2478	135	620
2	2494	135	621
2	2510	135	622

2	2478	119	623
2	2494	119	624
2	2510	119	625

6	2478	103	626
6	2494	103	627
6	2510	103	628

#bóng đen

2	2526	143	1071
2	2526	135	1071
2	2526	127	1072
2	2526	119	1073
2	2526	111	1072


#khúc đường thủng 4:

1	2606	150	601
1	2622	150	602
1	2638	150	602
1	2654	150	602
1	2670	150	602
1	2686	150	602
1	2702	150	602
1	2718	150	602
1	2734	150	602
1	2750	150	602
1	2766	150	602
1	2782	150	602
1	2798	150	602
1	2814	150	602
1	2830	150	602
1	2846	150	602
1	2862	150	602
1	2878	150	602
1	2894	150	602
1	2910	150	602
1	2926	150	602
1	2942	150	602
1	2958	150	602
1	2974	150	602
1	2990	150	602
1	3006	150	602
1	3022	150	602
1	3038	150	602
1	3054	150	602
1	3070	150	602
1	3086	150	602
1	3102	150	602
1	3118	150	602
1	3134	150	602
1	3150	150	602
1	3166	150	602
1	3182	150	602
1	3198	150	602
1	3214	150	602
1	3230	150	603

#ống khói:
1	2607	135	540
1	2622	135	542

1	2607	119	540
1	2622	119	542

1	2607	103	5081
1	2622	103	5081

1	2607	39	5081
1	2622	39	5081

1	2607	23	540
1	2622	23	542

1	2607	7	540
1	2622	7	542
1	2607	-9	540
1	2622	-9	542

# ống tiếp
1	2671	135	543
1	2686	135	545

1	2671	119	546
1	2686	119	548

#cây
2	2734	135	1003
2	2750	135	1007
2	2766	135	1007
2	2782	135	1007
2	2798	135	1007
2	2814	135	1004

2	2734	119	1003
2	2750	119	1007
2	2766	119	1007
2	2782	119	1007
2	2798	119	1006
2	2814	119	1002

2	2734	103	1003
2	2750	103	1007
2	2766	103	1007
2	2782	103	1007
2	2798	103	1004

2	2735	87	1001
2	2750	87	1005
2	2766	87	1007
2	2782	87	1007
2	2798	87	1004

2	2751	71	1001
2	2766	71	1005
2	2782	71	1007
2	2798	71	1004

2	2766	55	1003
2	2782	55	1007
2	2798	55	1004

2	2766	39	1003
2	2782	39	1006
2	2798	39	1002

2	2767	23	1001
2	2782	23	1002

#khúc đen tam giác
2	2862	135	8801
2	2862	119	8801
2	2862	119	8801
2	2862	103	8801
2	2862	87	8801
2	2862	71	8801
2	2862	55	8801
2	2862	39	8801
2	2862	23	8801
2	2862	7	8801
2	2862	-9	8801
2	2862	-25	8801
2	2862	-41	8801
2	2862	-57	8801
2	2862	-73	8801

2	2878	135	8802
2	2894	135	8802
2	2910	135	8802
2	2926	135	8802
2	2942	135	88006
2	2958	135	88005
2	2974	135	8802
2	2990	135	8802
2	3006	135	88004
2	3022	135	8802
2	3038	135	8802
2	3054	135	8802
2	3070	135	8802
2	3086	135	8802
2	3102	135	8802
2	3118	135	88006
2	3134	135	88005
2	3150	135	88004
2	3166	135	8802
2	3182	135	8802

2	2878	119	8802
2	2894	119	8802
2	2910	119	8802
2	2926	119	8802
2	2942	119	8802
2	2958	119	88003
2	2974	119	8802
2	2990	119	88006
2	3006	119	88002
2	3022	119	8802
2	3038	119	8802
2	3054	119	8802
2	3070	119	8802
2	3086	119	8802
2	3102	119	8802
2	3118	119	8802
2	3134	119	88003
2	3150	119	88004
2	3166	119	8802
2	3182	119	8802

2	2878	103	8802
2	2894	103	8802
2	2910	103	8802
2	2926	103	8802
2	2942	103	8802
2	2958	103	88003
2	2974	103	8802
2	2990	103	88004
2	3006	103	8802
2	3022	103	8802
2	3038	103	8802
2	3054	103	8802
2	3070	103	8802
2	3086	103	8802
2	3102	103	8802
2	3118	103	8802
2	3134	103	88001
2	3150	103	88002
2	3166	103	8802
2	3182	103	8802

2	2878	87	8802
2	2894	87	8802
2	2910	87	8802
2	2926	87	8802
2	2942	87	8802
2	2958	87	88003
2	2974	87	88006
2	2990	87	88002
2	3006	87	8802
2	3022	87	8802
2	3038	87	8802
2	3054	87	8802
2	3070	87	8802
2	3086	87	8802
2	3102	87	8802
2	3118	87	8802
2	3134	87	8802
2	3150	87	8802
2	3166	87	8802
2	3182	87	8802

2	2878	71	8802
2	2894	71	8802
2	2910	71	8802
2	2926	71	8802
2	2942	71	8802
2	2958	71	88001
2	2974	71	88002
2	2990	71	8802
2	3006	71	8802
2	3022	71	8802
2	3038	71	8802
2	3054	71	8802
2	3070	71	8802
2	3086	71	8802
2	3102	71	8802
2	3118	71	8802
2	3134	71	8802
2	3150	71	8802
2	3166	71	8802
2	3182	71	8802

2	2878	55	8802
2	2894	55	8802
2	2910	55	8802
2	2926	55	8802
2	2942	55	8802
2	2958	55	8802
2	2974	55	8802
2	2990	55	8802
2	3006	55	8802
2	3022	55	8802
2	3038	55	8802
2	3054	55	8802
2	3070	55	8802
2	3086	55	8802
2	3102	55	8802
2	3118	55	8802
2	3134	55	8802
2	3150	55	8802
2	3166	55	8802
2	3182	55	8802

2	2878	39	8802
2	2894	39	8802
2	2910	39	8802
2	2926	39	8802
2	2942	39	8802
2	2958	39	8802
2	2974	39	8802
2	2990	39	8802
2	3006	39	8802
2	3022	39	8802
2	3038	39	8802
2	3054	39	8802
2	3070	39	8802
2	3086	39	8802
2	3102	39	8802
2	3118	39	8802
2	3134	39	8802
2	3150	39	8802
2	3166	39	8802
2	3182	39	8802

2	2878	23	8802
2	2894	23	8802
2	2910	23	8802
2	2926	23	8802
2	2942	23	8802
2	2958	23	8802
2	2974	23	8802
2	2990	23	8802
2	3006	23	8802
2	3022	23	8802
2	3038	23	8802
2	3054	23	8802
2	3070	23	8802
2	3086	23	8802
2	3102	23	8802
2	3118	23	8802
2	3134	23	8802
2	3150	23	8802
2	3166	23	8802
2	3182	23	8802

2	2878	7	8802
2	2894	7	8802
2	2910	7	8802
2	2926	7	8802
2	2942	7	8802
2	2958	7	8802
2	2974	7	8802
2	2990	7	8802
2	3006	7	8802
2	3022	7	8802
2	3038	7	8802
2	3054	7	8802
2	3070	7	8802
2	3086	7	8802
2	3102	7	8802
2	3118	7	8802
2	3134	7	8802
2	3150	7	8802
2	3166	7	8802
2	3182	7	8802

2	2878	-9	8802
2	2894	-9	8802
2	2910	-9	8802
2	2926	-9	8802
2	2942	-9	8802
2	2958	-9	8802
2	2974	-9	8802
2	2990	-9	8802
2	3006	-9	8802
2	3022	-9	8802
2	3038	-9	8802
2	3054	-9	8802
2	3070	-9	8802
2	3086	-9	8802
2	3102	-9	8802
2	3118	-9	8802
2	3134	-9	8802
2	3150	-9	8802
2	3166	-9	8802
2	3182	-9	8802


#nấm


#bóng:
11	100	100	208

#bóng hoa
9	409	70	208

#goomba
4	250	100	4
4	1000	100	4
14	1095	100	14
4	920	100	4 
4	600	80	4  
#mario
0	50.0	0	1

#koopas 
7	600	80	7
16	1642	80	100
17	1580	52	200	
17	1480	50	200
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	300	98	0	316	150	3	
